ID,ReleaseDate,Rank,Movie,Distributor,Genre,Gross,Tickets Sold
338,30-09-2022,16,Smile,Paramount Pictures,Horror,105935048,10060308
339,08-02-2019,28,The LEGO Movie 2: The Secon…,Warner Bros.,Adventure,105806508,11550929
340,14-05-2010,23,Robin Hood,Universal,Action,105487148,13369727
341,25-03-2022,17,The Lost City,Paramount Pictures,Adventure,105344029,10004181
342,16-08-2024,16,Alien: Romulus,20th Century Studios,Horror,105313091,9769303
343,13-09-2019,29,Hustlers,STX Entertainment,Drama,104962986,11458841
344,11-10-2013,29,Captain Phillips,Sony Pictures,Drama,104834734,12894801
345,27-11-2013,27,Frozen,Walt Disney,Musical,104046280,12735162
346,21-10-2011,26,Paranormal Activity 3,Paramount Pictures,Horror,104007828,13115741
347,10-02-2012,27,Journey 2: The Mysterious I…,Warner Bros.,Adventure,103860290,13047775
348,21-12-2016,31,Sing,Universal,Musical,103831225,11575387
349,25-12-2012,28,Les Misérables,Universal,Musical,103503040,13002894
350,05-08-2022,18,Bullet Train,Sony Pictures,Thriller/Suspense,103368602,9816581
351,24-06-2016,27,Independence Day: Resurgence,20th Century Fox,Action,103144286,11924194
352,13-08-2010,24,The Expendables,Lionsgate,Action,103068524,13063184
353,11-02-2011,27,Just Go With It,Sony Pictures,Romantic Comedy,103028109,12992195
354,15-12-2017,31,Star Wars Ep. VIII: The Las…,Walt Disney,Adventure,102963014,11302196
355,22-12-2010,25,Little Fockers,Universal,Comedy,102576190,13000785
356,10-06-2016,28,The Conjuring 2: The Enfiel…,Warner Bros.,Horror,102470008,11846244
357,19-09-2014,28,The Maze Runner,20th Century Fox,Action,102104191,12497452
358,11-08-2017,32,Annabelle: Creation,Warner Bros.,Horror,102092201,11381516
359,20-07-2018,32,The Equalizer 2,Sony Pictures,Action,102084362,11205747
360,12-07-2013,30,Pacific Rim,Warner Bros.,Action,101802906,12521882
361,10-11-2017,33,Daddy’s Home 2,Paramount Pictures,Comedy,101791381,11347980
362,25-10-2013,31,Jackass Presents: Bad Grandpa,Paramount Pictures,Comedy,101625444,12500054
363,12-06-2013,32,This is the End,Sony Pictures,Comedy,101470202,12480959
364,26-09-2014,29,The Equalizer,Sony Pictures,Action,101364626,12406930
365,28-03-2014,30,Noah,Paramount Pictures,Drama,101200044,12386786
366,13-04-2018,33,Rampage,Warner Bros.,Action,101028233,11089817
367,31-03-2021,13,Godzilla vs. Kong,Warner Bros.,Action,100916094,9922920
368,10-11-2017,34,Murder on the Orient Express,20th Century Fox,Drama,100619624,11217349
369,09-03-2018,34,A Wrinkle in Time,Walt Disney,Adventure,100478608,11029484
370,09-02-2018,35,Fifty Shades Freed,Universal,Drama,100407760,11021708
371,29-07-2011,28,Cowboys and Aliens,Universal,Action,100368560,12656817
372,24-06-2011,29,Bad Teacher,Sony Pictures,Comedy,100292856,12647270
373,22-09-2017,35,Kingsman: The Golden Circle,20th Century Fox,Action,100227039,11173583
374,06-06-2014,31,Edge of Tomorrow,Warner Bros.,Action,100206256,12265147
375,11-02-2011,30,Gnomeo and Juliet,Walt Disney,Romantic Comedy,99967670,12606263
376,25-11-2015,28,Creed,Warner Bros.,Drama,99385165,11789462
377,05-11-2010,26,Due Date,Warner Bros.,Comedy,99231922,12576923
378,03-08-2018,36,Christopher Robin,Walt Disney,Adventure,99215042,10890783
379,22-03-2013,33,Olympus Has Fallen,FilmDistrict,Thriller/Suspense,98927592,12168215
380,14-01-2011,31,The Green Hornet,Sony Pictures,Action,98780042,12456499
381,09-04-2010,27,Date Night,20th Century Fox,Comedy,98711404,12510951
382,16-12-2011,32,Alvin and the Chipmunks: Ch…,20th Century Fox,Adventure,97848114,12338980
383,12-08-2016,29,Sausage Party,Sony Pictures,Comedy,97670358,11291370
384,17-11-2023,25,Trolls Band Together,Universal,Adventure,97540205,9048256
385,16-11-2012,34,Silver Linings Playbook,Weinstein Co.,Drama,97416189,11982311
386,22-04-2022,19,The Bad Guys,Universal,Comedy,97233630,9233962
387,21-11-2012,29,Rise of the Guardians,Paramount Pictures,Adventure,97227667,12214531
388,11-10-2019,30,The Addams Family,United Artists,Adventure,97185807,10609804
389,14-02-2024,17,Bob Marley: One Love,Paramount Pictures,Drama,96893170,8988234
390,20-09-2019,31,Downton Abbey,Focus Features,Drama,96853865,10573566
391,31-05-2019,32,Rocketman,Paramount Pictures,Drama,96368160,10520541
392,15-04-2022,20,Fantastic Beasts: The Secre…,Warner Bros.,Adventure,95850844,9102644
393,27-05-2010,28,Sex and the City 2,Warner Bros.,Comedy,95347692,12084625
394,06-01-2023,26,M3GAN,Universal,Horror,95159005,8827366
395,12-04-2013,35,42,Warner Bros.,Drama,95020213,11687603
396,15-01-2010,29,The Book of Eli,Warner Bros.,Action,94835059,12019653
397,15-06-1994,33,The Lion King,Walt Disney,Adventure,94233351,11883146
398,25-12-2015,29,Daddy’s Home,Paramount Pictures,Comedy,93889861,11137587
399,29-07-2022,21,DC League of Super Pets,Warner Bros.,Adventure,93657117,8894313
400,31-03-2023,27,Dungeons & Dragons: Honor A…,Paramount Pictures,Adventure,93549650,8678075
401,22-05-2015,30,Tomorrowland,Walt Disney,Adventure,93436322,11083786
402,23-09-2016,30,The Magnificent Seven,Sony Pictures,Western,93420253,10800029
403,01-10-2010,30,The Social Network,Sony Pictures,Drama,93222026,11815212
404,09-08-2013,36,Elysium,Sony Pictures,Action,93050117,11445278
405,03-05-2024,18,The Fall Guy,Universal,Action,92900355,8617843
406,02-11-2012,30,Flight,Paramount Pictures,Drama,92488366,11619141
407,01-09-2023,28,The Equalizer 3,Sony Pictures,Action,92373751,8568994
408,11-11-2016,31,Arrival,Paramount Pictures,Drama,92191690,10657998
409,17-09-2010,31,The Town,Warner Bros.,Thriller/Suspense,92173235,11682286
410,10-02-2017,36,John Wick: Chapter Two,Lionsgate,Action,92029184,10259663
411,15-10-2021,14,Halloween Kills,Universal,Horror,92002155,9046426
412,24-05-2024,19,The Garfield Movie,Sony Pictures,Adventure,91956547,8530291
413,28-02-2014,32,Non-Stop,Universal,Action,91742160,11229150
414,06-10-2017,37,Blade Runner 2049,Warner Bros.,Thriller/Suspense,91654512,10217894
415,20-04-2012,31,Think Like a Man,Sony Pictures,Romantic Comedy,91547205,11500905
416,16-04-2014,33,Heaven is for Real,Sony Pictures,Drama,91386097,11185568
417,19-12-2012,37,Zero Dark Thirty,Sony Pictures,Thriller/Suspense,91314578,11231805
418,21-11-2012,32,Life of Pi,20th Century Fox,Drama,91039488,11437121
419,25-12-2014,34,Into the Woods,Walt Disney,Musical,90871655,11122601
420,15-01-2016,32,Ride Along 2,Universal,Comedy,90862685,10504356
421,28-05-2010,32,Prince of Persia: Sands of …,Walt Disney,Action,90759676,11503127
422,24-11-2021,15,Encanto,Walt Disney,Adventure,90628329,8911340
423,27-03-2015,31,Get Hard,Warner Bros.,Comedy,90411453,10724964
424,09-08-2013,38,Disney Planes,Walt Disney,Adventure,90282580,11104868
425,15-07-2022,22,Where the Crawdads Sing,Sony Pictures,Drama,90230760,8568923
426,24-06-2022,23,The Black Phone,Universal,Horror,90123230,8558711
427,01-07-2015,32,Terminator: Genisys,Paramount Pictures,Action,89760956,10647800
428,15-10-2010,33,Red,Summit Entertainment,Action,89505187,11344130
429,02-07-2013,39,The Lone Ranger,Walt Disney,Western,89302115,10984269
430,09-01-2015,33,Taken 3,20th Century Fox,Action,89256424,10587951
431,26-08-2016,33,Don’t Breathe,Sony Pictures,Horror,89217875,10314205
432,19-04-2013,40,Oblivion,Universal,Action,89107235,10960299
433,12-02-2010,34,Percy Jackson & the Olympia…,20th Century Fox,Adventure,88768303,11250735
434,13-12-2013,41,American Hustle,Sony Pictures,Black Comedy,87903772,10812272
435,30-09-2016,34,Miss Peregrine’s Home for P…,20th Century Fox,Adventure,86945137,10051461
436,10-12-2010,35,The Chronicles of Narnia: T…,20th Century Fox,Adventure,86926397,11017287
437,10-08-2012,33,The Campaign,Warner Bros.,Comedy,86907746,10918058
438,22-12-2010,36,True Grit,Paramount Pictures,Western,86670382,10984839
439,22-12-2021,24,Sing 2,Universal,Musical,86307835,8196375
440,08-09-2023,29,The Nun II,Warner Bros.,Horror,86270590,8002838
441,28-05-2021,16,Cruella,Walt Disney,Comedy,86103234,8466395
442,28-07-2017,38,The Emoji Movie,Sony Pictures,Adventure,86089513,9597493
443,14-10-2016,35,The Accountant,Warner Bros.,Thriller/Suspense,85856696,9925630
444,14-02-2019,33,Alita: Battle Angel,20th Century Fox,Action,85710210,9357009
445,24-03-2017,39,Power Rangers,Lionsgate,Action,85364450,9516661
447,17-10-2014,35,Fury,Sony Pictures,Drama,85244339,10433823
448,17-08-2012,34,The Expendables 2,Lionsgate,Action,85028192,10681933
449,14-11-2014,36,Dumb and Dumber To,Universal,Comedy,84863720,10387236
450,22-10-2010,37,Paranormal Activity 2,Paramount Pictures,Horror,84660648,10730120
451,22-12-2010,34,True Grit,Paramount Pictures,Western,84572623,10664896
452,02-07-2014,37,Tammy,Warner Bros.,Comedy,84525432,10345830
453,07-10-2011,35,Real Steel,Walt Disney,Action,84493241,10654885
454,10-11-2023,30,The Marvels,Walt Disney,Adventure,84479155,7836656
455,29-07-2011,36,"Crazy, Stupid, Love",Warner Bros.,Romantic Comedy,84351197,10636973
456,03-10-2014,38,Annabelle,Warner Bros.,Horror,84273813,10315032
457,07-02-2020,6,Birds of Prey (And the Fant…,Warner Bros.,Action,84158461,9167588
458,25-04-2014,39,The Other Woman,20th Century Fox,Comedy,83911193,10270647
459,30-03-2012,35,Wrath of the Titans,Warner Bros.,Adventure,83670083,10511316
460,13-09-2013,42,Insidious Chapter 2,FilmDistrict,Horror,83586447,10281235
461,11-03-2011,37,Battle: Los Angeles,Sony Pictures,Action,83552429,10536245
462,16-03-2018,37,I Can Only Imagine,Roadside Attractions,Drama,83482352,9163814
463,16-08-2019,34,Good Boys,Universal,Comedy,83140306,9076453
464,17-07-2013,43,Turbo,20th Century Fox,Adventure,83028130,10212562
465,28-09-2018,38,Smallfoot,Warner Bros.,Adventure,82976621,9108301
466,11-11-2011,38,Immortals,Relativity,Action,82656999,10423329
467,04-08-2023,31,Meg 2: The Trench,Warner Bros.,Action,82633033,7665402
468,23-11-2011,39,The Muppets,Walt Disney,Adventure,82529452,10407244
469,13-08-2014,40,Let’s Be Cops,20th Century Fox,Comedy,82390774,10084550
470,07-07-2023,32,Insidious: The Red Door,Sony Pictures,Horror,82156962,7621240
471,03-06-2016,36,Teenage Mutant Ninja Turtle…,Paramount Pictures,Adventure,82051601,9485734
472,14-01-2022,25,Scream,Paramount Pictures,Horror,81641405,7753220
473,18-09-2015,34,Maze Runner: The Scorch Trials,20th Century Fox,Action,81630702,9683357
474,26-06-2015,35,Ted 2,Universal,Comedy,81476385,9665052
475,13-08-2010,38,Eat Pray Love,Sony Pictures,Drama,80574010,10212169
476,08-07-2011,40,Zookeeper,Sony Pictures,Romantic Comedy,80360866,10133778
477,22-12-2017,39,The Post,20th Century Fox,Drama,80143337,8797293
478,09-06-2017,40,The Mummy,Universal,Adventure,80101125,8929891
479,05-02-2010,39,Dear John,Sony Pictures,Drama,80014842,10141298
480,14-06-2019,35,Men in Black: International,Sony Pictures,Adventure,80001807,8733821
481,11-05-2012,36,Dark Shadows,Warner Bros.,Black Comedy,79727149,10015973
482,12-11-2010,40,Unstoppable,20th Century Fox,Action,79468486,10072051
483,18-03-2011,41,Limitless,Relativity,Thriller/Suspense,79249455,9993626
484,16-10-2015,36,Goosebumps,Sony Pictures,Horror,79132868,9387054
485,01-07-2016,37,The Purge: Election Year,Universal,Horror,79042440,9137854
486,24-07-2015,37,Pixels,Sony Pictures,Action,78765986,9343533
487,07-02-2014,41,The Monuments Men,Sony Pictures,Drama,78031620,9550993
488,28-09-2018,40,Night School,Universal,Comedy,77316580,8487001
489,11-06-2010,41,The A-Team,20th Century Fox,Action,77222099,9787338
490,17-01-2020,7,Dolittle,Universal,Adventure,77047065,8392926
491,27-05-2016,38,Alice Through the Looking G…,Walt Disney,Adventure,77042381,8906633
492,04-11-2011,42,Tower Heist,Universal,Comedy,76802225,9685022
493,22-12-2021,17,Sing 2,Universal,Musical,76483155,7520468
494,22-12-2023,33,Aquaman and the Lost Kingdom,Warner Bros.,Action,76469713,7093665
495,23-06-2010,42,Knight and Day,20th Century Fox,Action,76423035,9686063
496,12-08-2016,39,Pete’s Dragon,Walt Disney,Adventure,76233151,8813081
497,16-01-2015,38,Paddington,Weinstein Co.,Adventure,76223578,9041942
498,09-09-2011,43,Contagion,Warner Bros.,Thriller/Suspense,75658097,9540744
499,02-08-2013,44,2 Guns,Universal,Action,75612460,9300425
500,25-09-2015,39,The Intern,Warner Bros.,Comedy,75574886,8964992
501,18-08-2017,41,The Hitman’s Bodyguard,Lionsgate,Action,75468583,8413442
502,07-10-2016,40,The Girl on the Train,Universal,Thriller/Suspense,75395035,8716189
503,23-09-2011,44,Moneyball,Sony Pictures,Drama,74961642,9452918
504,19-05-2017,42,Alien: Covenant,20th Century Fox,Horror,74262031,8278933
505,12-07-2024,21,Longlegs,Neon,Horror,74231231,6886014
506,26-06-2019,36,Annabelle Comes Home,Warner Bros.,Horror,74152591,8095261
507,26-11-2014,42,Penguins of Madagascar,20th Century Fox,Adventure,74028222,9060981
508,02-06-2017,43,Captain Underpants: The Fir…,20th Century Fox,Adventure,73921000,8240914
509,01-04-2022,26,Morbius,Sony Pictures,Action,73865530,7014770
510,28-06-2019,37,Yesterday,Universal,Romantic Comedy,73286650,8000726
511,01-03-2019,38,Tyler Perry’s A Madea Famil…,Lionsgate,Comedy,73257045,7997493
512,21-10-2016,41,Tyler Perry’s Boo! A Madea …,Lionsgate,Comedy,73206343,8463161
513,22-12-2023,22,Migration,Universal,Adventure,73202330,6790568
514,28-06-2013,45,White House Down,Sony Pictures,Thriller/Suspense,73103784,8991855
515,09-03-2012,37,John Carter,Walt Disney,Adventure,73058679,9178226
516,18-10-2019,39,Zombieland: Double Tap,Sony Pictures,Comedy,73027571,7972442
517,30-07-2010,43,Dinner for Schmucks,Paramount Pictures,Comedy,73026337,9255556
518,11-02-2011,45,Justin Bieber:  Never Say N…,Paramount Pictures,Concert/Perfor…,73013910,9207303
519,25-07-2014,43,Hercules,Paramount Pictures,Adventure,72688614,8897015
520,18-08-2023,34,Blue Beetle,Warner Bros.,Action,72541501,6729267
521,23-09-2016,42,Storks,Warner Bros.,Adventure,72414850,8371659
522,12-01-2024,23,Mean Girls,Paramount Pictures,Musical,72404248,6716535
523,11-03-2016,43,10 Cloverfield Lane,Paramount Pictures,Thriller/Suspense,72082999,8333294
524,23-09-2011,46,Dolphin Tale,Warner Bros.,Drama,72015969,9081459
525,01-11-2017,44,A Bad Moms Christmas,STX Entertainment,Comedy,71891988,8014714
526,11-11-2011,47,Jack and Jill,Sony Pictures,Comedy,71697648,9041317
527,18-01-2013,46,Mama,Universal,Horror,71628180,8810354
528,18-07-2014,44,The Purge: Anarchy,Universal,Thriller/Suspense,71562550,8759186
529,21-12-2018,41,Bumblebee,Paramount Pictures,Adventure,71426119,7840408
530,14-02-2013,47,Safe Haven,Relativity,Drama,71399120,8782179
531,17-04-2015,40,Paul Blart: Mall Cop 2,Sony Pictures,Comedy,71091594,8433167
532,31-07-2013,48,The Smurfs 2,Sony Pictures,Adventure,71017784,8735274
533,21-01-2011,48,No Strings Attached,Paramount Pictures,Romantic Comedy,70662220,8910747
534,16-10-2015,41,Bridge of Spies,Walt Disney,Thriller/Suspense,70610153,8376056
535,16-07-2021,18,Space Jam: A New Legacy,Warner Bros.,Comedy,70592228,6941222
536,25-12-2019,8,Little Women,Sony Pictures,Drama,70502828,7680046
537,15-11-2013,49,The Best Man Holiday,Universal,Comedy,70492685,8670686
538,25-12-2009,44,Sherlock Holmes,Warner Bros.,Adventure,70313242,8911691
539,24-02-2012,38,Act of Valor,Relativity,Action,70012847,8795583
540,25-03-2022,27,Everything Everywhere All A…,A24,Action,70008593,6648489
541,04-07-2018,42,The First Purge,Universal,Horror,69488745,7627744
542,19-12-2014,45,Night at the Museum: Secret…,20th Century Fox,Adventure,69354582,8488932
543,23-02-2018,43,Game Night,Warner Bros.,Comedy,69179066,7593750
544,23-08-2019,40,Angel Has Fallen,Lionsgate,Thriller/Suspense,69030436,7536073
545,09-08-2019,41,Scary Stories to Tell in th…,Lionsgate,Horror,68947075,7526973
546,12-04-2024,24,Civil War,A24,Action,68757539,6378250
547,18-05-2018,44,Book Club,Paramount Pictures,Romantic Comedy,68566296,7526487
548,21-09-2018,45,The House with a Clock in i…,Universal,Comedy,68536400,7523205
549,07-08-2013,50,Percy Jackson: Sea of Monsters,20th Century Fox,Adventure,68518210,8427824
550,13-07-2018,46,Skyscraper,Universal,Action,68420120,7510441
551,21-10-2022,28,Ticket to Paradise,Universal,Romantic Comedy,68229160,6479502
552,17-06-2011,49,Mr. Popper's Penguins,20th Century Fox,Comedy,68224452,8603336
553,21-12-2011,39,Mission: Impossible—Ghost P…,Paramount Pictures,Action,68211257,8569253
554,05-01-2018,47,Insidious: The Last Key,Universal,Horror,67745330,7436370
555,28-07-2023,35,Haunted Mansion,Walt Disney,Comedy,67653287,6275815
556,24-05-2024,25,Furiosa: A Mad Max Saga,Warner Bros.,Action,67475791,6259349
557,21-04-2023,36,Evil Dead Rise,Warner Bros.,Horror,67356372,6248272
558,14-02-2013,51,A Good Day to Die Hard,20th Century Fox,Action,67349198,8284034
559,20-10-2023,37,Killers of the Flower Moon,Paramount Pictures,Western,67292161,6242315
560,22-07-2016,44,Lights Out,Warner Bros.,Horror,67268835,7776744
561,16-09-2022,29,The Woman King,Sony Pictures,Action,67178268,6379703
562,19-03-2010,45,The Bounty Hunter,Sony Pictures,Romantic Comedy,67061228,8499522
563,28-08-2015,42,War Room,Sony Pictures,Drama,66628024,7903680
564,13-01-2012,40,Contraband,Universal,Action,66528000,8357788
565,28-09-2012,41,Looper,Sony Pictures,Action,66486205,8352538
566,01-02-2013,52,Warm Bodies,Lionsgate,Romantic Comedy,66380662,8164903
567,12-01-2024,26,The Beekeeper,Amazon MGM Studios,Action,66220535,6142906
568,18-03-2016,45,The Divergent Series: Alleg…,Lionsgate,Action,66184051,7651335
569,10-10-2014,46,"Alexander and the Terrible,…",Walt Disney,Comedy,66032663,8082333
570,01-07-2015,43,Magic Mike XXL,Warner Bros.,Comedy,66013057,7830730
571,07-06-2019,42,Dark Phoenix,20th Century Fox,Action,65845974,7188425
572,17-12-2010,46,Yogi Bear,Warner Bros.,Adventure,65755336,8334010
573,29-06-2012,42,Tyler Perry's Madea's Witne…,Lionsgate,Comedy,65653242,8247894
574,04-06-2021,19,The Conjuring: The Devil Ma…,Warner Bros.,Horror,65631050,6453397
575,06-10-2023,38,The Exorcist: Believer,Universal,Horror,65537395,6079535
576,29-09-2023,39,PAW Patrol: The Mighty Movie,Paramount Pictures,Adventure,65343309,6061531
577,18-05-2012,43,Battleship,Universal,Action,65233400,8195150
578,11-09-2015,44,The Visit,Universal,Horror,65206105,7735007
579,01-03-2013,53,Jack the Giant Slayer,Warner Bros.,Adventure,65187603,8018155
580,10-06-2016,46,Now You See Me 2,Lionsgate,Thriller/Suspense,65075540,7523183
581,20-06-2014,47,Think Like a Man Too,Sony Pictures,Romantic Comedy,65028687,7959447
582,30-03-2012,44,Mirror Mirror,Relativity,Adventure,64935167,8157684
583,28-02-2020,9,The Invisible Man,Universal,Horror,64914050,7071247
584,16-11-2018,48,Instant Family,Paramount Pictures,Comedy,64845006,7118003
585,14-12-2018,49,The Mule,Warner Bros.,Drama,64720334,7104318
586,21-12-2012,45,Jack Reacher,Paramount Pictures,Thriller/Suspense,64697214,8127790
587,24-02-2023,40,Cocaine Bear,Universal,Black Comedy,64670240,5999095
588,05-10-2012,46,Pitch Perfect,Universal,Comedy,64655858,8122595
589,04-11-2016,47,Hacksaw Ridge,Lionsgate,Drama,64606565,7468967
590,03-02-2012,47,Chronicle,20th Century Fox,Thriller/Suspense,64575175,8112459
591,07-06-2013,54,The Purge,Universal,Horror,64473115,7930272
592,16-01-2015,45,The Wedding Ringer,Sony Pictures,Comedy,64460211,7646526
